source_url,row_count,traceability_status,content_type,url_hash,local_path,sha256,size_bytes,replacement_url,indexed_at
https://reach.cdc.gov/sites/default/files/job-aids-resources/Crisis%20Response%20Toolkit.pdf,4,open,application/pdf,7555d57f03,artifacts\pdf_source_backups_20260725\files\006_reach.cdc.gov_7555d57f03_Crisis_Response_Toolkit.pdf,bb9b8a1f5d6dfea9925177e434c1b4457c064074c5808f7d145047bf1935275f,2832707,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/eseminars/public/gc-detector-design-troubleshooting-flame-ionization-fid-theory-basics-gas-flows-july212020.pdf,1,network_error,,84a914f168,artifacts\pdf_source_backups_20260725\files\006_www.agilent.com_84a914f168_gc-detector-design-troubleshooting-flame-ionization-fid-theory-basics-gas-flows-july212020.pdf,7c09f0f11ad799c0cb598dacaea76b7ddb349d5dcc316c0ac958f89f849a1293,1630070,,2026-07-25T15:24:08.880764+00:00
https://www-pub.iaea.org/MTCD/Publications/PDF/Pub1578_web-57265295.pdf,6,open,application/pdf,e0b1124559,artifacts\pdf_source_backups_20260725\files\007_www-pub.iaea.org_e0b1124559_Pub1578_web-57265295.pdf,9ed93bb924b9f89e536bb0cd6a3a44d82c683f7ea4227f19801bb5acfa3ebb4e,1735533,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/sitepreparationchecklists/7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf,1,network_error,,595a0c88ab,artifacts\pdf_source_backups_20260725\files\007_www.agilent.com_595a0c88ab_7800_7900_ICP-MS_Site_Preparation_Checklist_Rev.B.pdf,af0eef82c325e6e7de44a4b1f1a45dd568be41b526357a25d87ae9e87f5b36d8,1341639,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2007-107/pdfs/2007-107.pdf,4,open,application/pdf,d4f78c722a,artifacts\pdf_source_backups_20260725\files\007_www.cdc.gov_d4f78c722a_2007-107.pdf,ad61492760fd9f4894bcc6b5690f2010c741b0836066da1033b1ac679d2d9435,1718683,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/sitepreparationchecklists/Agilent%208890%20GC%20Site%20Preparation%20Checklist.pdf,1,network_error,,63de034a65,artifacts\pdf_source_backups_20260725\files\008_www.agilent.com_63de034a65_Agilent_8890_GC_Site_Preparation_Checklist.pdf,533a694d9807cb93bfd2e27e79ca418c49a3174f0a7a70f0a377d141906131e6,1770056,,2026-07-25T15:24:08.880764+00:00
https://www.metrohm.com/content/dam/metrohm/shared/documents/manuals/89/89308001EN.pdf,2,blocked_or_forbidden,text/html; charset=UTF-8,acae1cee54,artifacts\pdf_source_backups_20260725\files\008_www.metrohm.com_acae1cee54_89308001EN.pdf,c06fe23302289fc78e886edb00fdb9df87ddbba7c7ea1165a924268ae9770aa5,6623999,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/MSD/Product-Information/Summit-UG.pdf,5,open,application/pdf,3ad2bc480a,artifacts\pdf_source_backups_20260725\files\009_documents.thermofisher.com_3ad2bc480a_Summit-UG.pdf,118edcc297bec936b06d229422a80060d802e400223310eba2f478edc575b493,1580105,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/usermanuals/public/5971-6636_Atomic_Safety_Info_EN.pdf,1,network_error,,b61a8b42ed,artifacts\pdf_source_backups_20260725\files\009_www.agilent.com_b61a8b42ed_5971-6636_Atomic_Safety_Info_EN.pdf,169dfa7b2f72555a1df72b4a9f4e9a356bfffb571e789127a9b23b3bd6bfe94e,192474,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/usermanuals/public/9000_Operation.pdf,1,network_error,,72f2f1302b,artifacts\pdf_source_backups_20260725\files\010_www.agilent.com_72f2f1302b_9000_Operation.pdf,c2d31313fa3069ade6da74015ca779921b2f01ace5037475204dc93b51cb1f7b,10232147,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/MSD/manuals/summit-lite-site-and-safety-en.pdf,4,open,application/pdf,1a6f1ab4aa,artifacts\pdf_source_backups_20260725\files\011_documents.thermofisher.com_1a6f1ab4aa_summit-lite-site-and-safety-en.pdf,cc4e4ec58a9b75673d410865d24f7b6ecce1ded36e772f17deae9b1cc920cc91,152712,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/usermanuals/public/G1364E-User.pdf,1,network_error,,1558986509,artifacts\pdf_source_backups_20260725\files\011_www.agilent.com_1558986509_G1364E-User.pdf,92367b11790d0a639bdf06fb5c68b7e19a83e45bdc07b9dbf9c6e4f050484f3d,3261749,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docket/archive/pdfs/NIOSH-159/0159-020109-Sheet404.pdf,3,open,application/pdf,d63122f612,artifacts\pdf_source_backups_20260725\files\011_www.cdc.gov_d63122f612_0159-020109-Sheet404.pdf,740ca6d587b581106a1d94f73bad05ac17be74ff3b141bd0c73b4218c5bcab76,1788572,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/usermanuals/public/G3430-90052%207890B_Maintaining%20Guide.pdf,1,network_error,,3fabcce5d1,artifacts\pdf_source_backups_20260725\files\012_www.agilent.com_3fabcce5d1_G3430-90052_7890B_Maintaining_Guide.pdf,c7e78feb231276b03f03b14ec0a29c10b166523b8d363b7670d9fee37744e870,13802129,,2026-07-25T15:24:08.880764+00:00
https://www.epa.gov/sites/default/files/2015-07/documents/cont05.pdf,3,open,application/pdf,8792585a8b,artifacts\pdf_source_backups_20260725\files\012_www.epa.gov_8792585a8b_cont05.pdf,89468fbc6351811f446a4edf6bc73ed3a02eb66356f39a368929c31aaa0ac24e,64039,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/usermanuals/public/user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,1,network_error,,6cd4ed6324,artifacts\pdf_source_backups_20260725\files\013_www.agilent.com_6cd4ed6324_user-guide-coverting-ei-gcms-instruments-5994-2312en-agilent.pdf,7a17c814ed32938d5e1253eb61fceb6e5c555ed7d804e6ddb77a2ff537122a23,1415055,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/CMD/brochures/sn-43363-icp-oes-aas-benefits-sn43363-en.pdf,3,open,application/pdf,9cd916ab6e,artifacts\pdf_source_backups_20260725\files\014_documents.thermofisher.com_9cd916ab6e_sn-43363-icp-oes-aas-benefits-sn43363-en.pdf,0a67108a382d717a4abb6f0f84d4533116de56a2fbee36578ed0cbec4cae3a60,779548,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/cs/library/usermanuals/public/usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,1,network_error,,f1ec1c8e28,artifacts\pdf_source_backups_20260725\files\014_www.agilent.com_f1ec1c8e28_usermanual-gc-operation-8890-g3540-90014-en-agilent.pdf,0a6931e2c85cc8e1407f6717f890b3a63ae7b214f1166fe16b9db1f5c2ba0359,8652212,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/CMD/manuals/ii-1r120591-0001-isq-ec-ms-req-ii1r1205910001-en.pdf,3,open,application/pdf,01f08b18e8,artifacts\pdf_source_backups_20260725\files\015_documents.thermofisher.com_01f08b18e8_ii-1r120591-0001-isq-ec-ms-req-ii1r1205910001-en.pdf,1feb4ba985183c283357d315fa71a4d074d0e03f84459238442596f3d487720a,1248416,,2026-07-25T15:24:08.880764+00:00
https://www.agilent.com/library/usermanuals/Public/G9214-90000_RapidFire360_User_RevD.pdf,1,network_error,,9ab71fafa6,artifacts\pdf_source_backups_20260725\files\015_www.agilent.com_9ab71fafa6_G9214-90000_RapidFire360_User_RevD.pdf,bb2eed6d203a3dad33c13c883c1397e666e1461ebf6a2ad362817dc490c3a9bc,7707844,,2026-07-25T15:24:08.880764+00:00
https://reach.cdc.gov/sites/default/files/2025-07/Autoclave-Text-Version-UPDATED.pdf,2,open,application/pdf,75cb61930d,artifacts\pdf_source_backups_20260725\files\016_reach.cdc.gov_75cb61930d_Autoclave-Text-Version-UPDATED.pdf,93cdf3599e6661fe36ddc3ff5d741a579e63628c430cd4645c14df6b0197431c,2456613,,2026-07-25T15:24:08.880764+00:00
https://smse.seu.edu.cn/_upload/article/2f/f2/c82ef33b4b0fa7e37d28e6e784be/e1702a0e-d3c7-4843-9d57-8a4c24093f9d.pdf,3,open,application/pdf,eebd584c1f,artifacts\pdf_source_backups_20260725\files\017_smse.seu.edu.cn_eebd584c1f_e1702a0e-d3c7-4843-9d57-8a4c24093f9d.pdf,9c8ac8fc3fb200a22947f54588fd2427963679f812de2a43858c9dd55a9c712f,9848148,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2014-102/pdfs/2014-102.pdf,2,open,application/pdf,7ace507565,artifacts\pdf_source_backups_20260725\files\017_www.cdc.gov_7ace507565_2014-102.pdf,96f13bceab0892d52333a8cf20ac8c963ab834b34ad27bdf3209f6b40c0a16f6,5516931,,2026-07-25T15:24:08.880764+00:00
https://www.bc.edu/content/dam/bc1/schools/mcas/Chemistry/pdf/research/nmr/NMR_Safety_Plan.pdf,3,open,application/pdf,2e36f7aeb9,artifacts\pdf_source_backups_20260725\files\018_www.bc.edu_2e36f7aeb9_NMR_Safety_Plan.pdf,94dc07b55ea7fb2cd1957585d9d2ce8af9e096e7ed44ec016999aa0fb95ef2da,98320,,2026-07-25T15:24:08.880764+00:00
https://sciex.com/content/dam/SCIEX/pdf/customer-docs/user-guide/safety-practices-guide-en.pdf,2,open,application/pdf,33d2d94ccf,artifacts\pdf_source_backups_20260725\files\024_sciex.com_33d2d94ccf_safety-practices-guide-en.pdf,52ef8a9f28eac5fa26b5f5f22023151929b0396b64e574f817e1f0446891e93c,392516,,2026-07-25T15:24:08.880764+00:00
https://stacks.cdc.gov/view/cdc/214551/cdc_214551_DS1.pdf,1,open,application/pdf,98d1fd35e2,artifacts\pdf_source_backups_20260725\files\027_stacks.cdc.gov_98d1fd35e2_cdc_214551_DS1.pdf,442e7f8cad84f4acda6c482aa3ce303c1c5a7590d3a3f1297b469b5d15f62b19,95768,,2026-07-25T15:24:08.880764+00:00
https://www.acs.org/content/dam/acsorg/acs-webinars/2018/slides/2018-10-11-lab-safety-culture-slides.pdf,1,open,text/html,3aaf0337a5,artifacts\pdf_source_backups_20260725\files\029_www.acs.org_3aaf0337a5_2018-10-11-lab-safety-culture-slides.pdf,18965554d9d3363497d0f7f309e1fd7d0e2c5dbb2e50399d02a732176ad71fb4,2919337,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2009-147/pdfs/2009-147-revised.pdf,1,open,application/pdf,e29148dfdb,artifacts\pdf_source_backups_20260725\files\030_www.cdc.gov_e29148dfdb_2009-147-revised.pdf,4fffcfbf479697e46658cb4e7f9ffaa79fc1283c288fc33c0a50135c9ae83894,2584022,,2026-07-25T15:24:08.880764+00:00
https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/others/16942/bgaz-4000-2007.pdf,2,open,application/pdf,372fbf1c9f,artifacts\pdf_source_backups_20260725\files\030_www.shimadzu.com_372fbf1c9f_bgaz-4000-2007.pdf,ff66ebd3a5256a27a4aab26fe1f77ac5917efe5860cfd12d6b180044b2fb80d0,2590398,,2026-07-25T15:24:08.880764+00:00
http://ccc.chem.pitt.edu/wipf/papers&presentations/safety-manual.pdf,1,open,application/pdf,54d69831fe,artifacts\pdf_source_backups_20260725\files\031_ccc.chem.pitt.edu_54d69831fe_safety-manual.pdf,841358fd7015d5c11a97a212b08f3acc7fce302fe54099c30c0d274dd3eb483c,4559929,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2011-199/pdfs/2011-199.pdf,1,open,application/pdf,2f2ec580d1,artifacts\pdf_source_backups_20260725\files\031_www.cdc.gov_2f2ec580d1_2011-199.pdf,27206a99b54bc0b2a5ad786d55766ed42d326a381a4e7f1064ce657703d66c91,1782669,,2026-07-25T15:24:08.880764+00:00
https://adrona.lv/wp-content/uploads/2023/08/TGA-4000-Specifiactions_English.pdf,1,open,application/pdf,290b901468,artifacts\pdf_source_backups_20260725\files\032_adrona.lv_290b901468_TGA-4000-Specifiactions_English.pdf,b8afda87dedcff940ddc11f558527a00d6272daa2679cface4a1e7071df52689,218006,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2011-200/pdfs/2011-200.pdf,1,open,application/pdf,0c673239e9,artifacts\pdf_source_backups_20260725\files\032_www.cdc.gov_0c673239e9_2011-200.pdf,a63da13bb0dce882233666cf52001e763f236b9b5cc824de7da9cb0f13144910,1633009,,2026-07-25T15:24:08.880764+00:00
https://assets.thermofisher.com/TFS-Assets/LSG/manuals/MAN0016959_GAHyPerformanceAPTSKit_UG.pdf,1,open,application/pdf,f762746cf1,artifacts\pdf_source_backups_20260725\files\033_assets.thermofisher.com_f762746cf1_MAN0016959_GAHyPerformanceAPTSKit_UG.pdf,71ced3ca12af1498ee47c67889378de22cf83a9a38d30a35184b4a15821f368b,937896,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2012-123/pdfs/2012-123.pdf,1,open,application/pdf,1f06f0fc6b,artifacts\pdf_source_backups_20260725\files\033_www.cdc.gov_1f06f0fc6b_2012-123.pdf,cebce63e92f91068a20b78b725cbb9e6d0c0063d1c6df49def22ab78cd321fde,793994,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/CAD/Application-Notes/apex-te-mct-an64724-en.pdf,1,open,application/pdf,81500d1616,artifacts\pdf_source_backups_20260725\files\034_documents.thermofisher.com_81500d1616_apex-te-mct-an64724-en.pdf,617d9ada260a80cefd689d2bb74d3cc62d967ad6ff24d59f8a0cf9f831374061,1224156,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2023-139/pdfs/2023-139revised092023.pdf,1,open,application/pdf,d0b717ab25,artifacts\pdf_source_backups_20260725\files\034_www.cdc.gov_d0b717ab25_2023-139revised092023.pdf,de9598d5001fcb1333fd3295d3d6841ac24654b0c412c009fbabb69f60c5d621,429689,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/LED/manuals/50155784-c-Thermo%20Scientific%20Sorvall%20ST%2016R-en.pdf,1,open,application/pdf,714ccaa72b,artifacts\pdf_source_backups_20260725\files\035_documents.thermofisher.com_714ccaa72b_50155784-c-Thermo_Scientific_Sorvall_ST_16R-en.pdf,21953ef5fd1d5c7007e28af81e001e12eb18f78ca37e302d1a44bbbe9e0a7012,803970,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/2025-107/pdfs/2025-107.pdf,1,open,application/pdf,674a7e7f5a,artifacts\pdf_source_backups_20260725\files\035_www.cdc.gov_674a7e7f5a_2025-107.pdf,508c886c725ebdbe995ce8e63b878566d7a25a0fff9f772220b22836a01acd05,2445786,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/LPD/Application-Notes/bsc-a2-b2-differences-appnote.pdf,1,open,application/pdf,be4be0cbb2,artifacts\pdf_source_backups_20260725\files\036_documents.thermofisher.com_be4be0cbb2_bsc-a2-b2-differences-appnote.pdf,ac152bce6c95b8644bb2ac62067b00eae3ae6cf4e24410dc9da2e27de7255653,190114,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/docs/wp-solutions/2025-100/pdfs/2025-100.pdf,1,open,application/pdf,809385b67a,artifacts\pdf_source_backups_20260725\files\036_www.cdc.gov_809385b67a_2025-100.pdf,95c7ced190b3972a29b120bb9392604e06589e620bfa62f301528561c857e88e,1105489,,2026-07-25T15:24:08.880764+00:00
https://documents.thermofisher.com/TFS-Assets/MSD/Technical-Notes/FL53370-gas-phase-ftir-smoke-toxicity-measurements.pdf,1,open,application/pdf,7491821c25,artifacts\pdf_source_backups_20260725\files\037_documents.thermofisher.com_7491821c25_FL53370-gas-phase-ftir-smoke-toxicity-measurements.pdf,0fc2c4e89e7b42b06eabd07a0858dca075c7301592ae98145b7474c6b57499f4,739137,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/hhe/reports/pdfs/1993-0802-2338.pdf,1,open,application/pdf,6c0e51fbe9,artifacts\pdf_source_backups_20260725\files\037_www.cdc.gov_6c0e51fbe9_1993-0802-2338.pdf,f4085eebb4de8d39a80733972692b0643481bf823143d055be2ab04697ee854c,347717,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/hhe/reports/pdfs/1999-0313-2802.pdf,1,open,application/pdf,1c45147cb5,artifacts\pdf_source_backups_20260725\files\038_www.cdc.gov_1c45147cb5_1999-0313-2802.pdf,77dcc417231425e7a39aea0e8e50a629926c67573c1e015e64e2b9ebd9005d4b,212227,,2026-07-25T15:24:08.880764+00:00
https://ehs.stonybrook.edu/_pdfs/EHS_Policy_4.5_Laboratory_Chemical_Fume_Hood_Safety_Program.pdf,1,open,application/pdf,92d2ec072f,artifacts\pdf_source_backups_20260725\files\039_ehs.stonybrook.edu_92d2ec072f_EHS_Policy_4.5_Laboratory_Chemical_Fume_Hood_Safety_Program.pdf,18664d0e6da8c9f03c57e6f4826ecc385276841ee2cc3fa8a36287bbd3cc2d7a,273948,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/hhe/reports/pdfs/2017-0114-3357.pdf,1,open,application/pdf,4264504700,artifacts\pdf_source_backups_20260725\files\039_www.cdc.gov_4264504700_2017-0114-3357.pdf,ea380867191b5d2dce92c79d63d256058085fe117bc9c6d0fcc04fa2944ec796,1860035,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/hhe/reports/pdfs/74-7-270.pdf,1,open,application/pdf,155c899d97,artifacts\pdf_source_backups_20260725\files\040_www.cdc.gov_155c899d97_74-7-270.pdf,c64df600b10ba2de23d48508ef99092e5fcc563ed944c97250c0b2b83d7f4427,5316514,,2026-07-25T15:24:08.880764+00:00
https://greenlabs.caltech.edu/documents/29173/LC-125_Lab-Guidelines-and-Standards_RevC_US.pdf,1,open,application/pdf,6b590d71fc,artifacts\pdf_source_backups_20260725\files\041_greenlabs.caltech.edu_6b590d71fc_LC-125_Lab-Guidelines-and-Standards_RevC_US.pdf,868c2ff0579126965eddb21e8e4bd3eb54743e0efbdb47c72bc358d893dcaec9,356358,,2026-07-25T15:24:08.880764+00:00
https://www.cdc.gov/niosh/hhe/reports/pdfs/83-63-1364.pdf,1,open,application/pdf,de8e61f710,artifacts\pdf_source_backups_20260725\files\041_www.cdc.gov_de8e61f710_83-63-1364.pdf,b154455a719c84a23408cb7aee7c95ce9b806451e48b0214899bcdef15b7b449,1362166,,2026-07-25T15:24:08.880764+00:00
https://lcc.sjtu.edu.cn/Assets/userfiles/sys_eb538c1c-65ff-4e82-8e6a-a1ef01127fed/files/sysgl/%E4%B8%8A%E6%B5%B7%E4%BA%A4%E9%80%9A%E5%A4%A7%E5%AD%A6%E4%B8%AD%E8%8B%B1%E5%9B%BD%E9%99%85%E4%BD%8E%E7%A2%B3%E5%AD%A6%E9%99%A2%E5%AE%9E%E9%AA%8C%E5%AE%A4%E5%AE%89%E5%85%A8%E4%B8%8E%E7%AE%A1%E7%90%86%E8%A7%84%E8%8C%83.pdf,1,open,application/pdf,8b99dd9cd8,artifacts\pdf_source_backups_20260725\files\042_lcc.sjtu.edu.cn_8b99dd9cd8_pdf.pdf,882871796d266bf2b51eb1ee3c19bdca589a671636ae87c382b68d4bf6dc2cb5,730162,,2026-07-25T15:24:08.880764+00:00
https://nationalmaglab.org/media/gocoa0b5/sp-13-chemical-safety-procedure.pdf,1,open,application/pdf,005478fdf4,artifacts\pdf_source_backups_20260725\files\043_nationalmaglab.org_005478fdf4_sp-13-chemical-safety-procedure.pdf,1f744cffe0ca8bdf60c9a50e78d8a4cb42b0fa8018cc18ba24720f77b2a0cdea,798667,,2026-07-25T15:24:08.880764+00:00
https://nmr.nd.edu/assets/432368/bruker_nmr_training_g.1.pdf,1,open,application/pdf,298a5e0871,artifacts\pdf_source_backups_20260725\files\045_nmr.nd.edu_298a5e0871_bruker_nmr_training_g.1.pdf,704c4075b69c0af700eea1cba3ecc3dd7342073152ecc0b9d1c4818816ebb089,451808,,2026-07-25T15:24:08.880764+00:00
https://reagent.bjmu.edu.cn/file/20230414134400495_%E5%AE%9E%E9%AA%8C%E5%AE%A4%E5%AE%89%E5%85%A8%E6%89%8B%E5%86%8C%E5%8D%B0%E5%88%B7%E7%89%8820210610.pdf,1,open,application/pdf,f653362bef,artifacts\pdf_source_backups_20260725\files\046_reagent.bjmu.edu.cn_f653362bef_20230414134400495__20210610.pdf,5d69bf7f9f751350296ccc455c93fdd8295c2cd498dfa06a7ec973ac59a1395f,1728047,,2026-07-25T15:24:08.880764+00:00
https://tuttnauer.com/sites/default/files/2021-10/Manual-Autoclaves-Cleaning_Weekly.pdf,1,open,application/pdf,6017cb28d4,artifacts\pdf_source_backups_20260725\files\048_tuttnauer.com_6017cb28d4_Manual-Autoclaves-Cleaning_Weekly.pdf,b65325e4908aa6b931d4240452a652a2ecfb049fc228d874a2f471d4aece0038,1646457,,2026-07-25T15:24:08.880764+00:00
https://www.birmingham.ac.uk/documents/college-eps/chemical/science-city/brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf,1,open,application/pdf,68514fa131,artifacts\pdf_source_backups_20260725\files\051_www.birmingham.ac.uk_68514fa131_brochure-br010en-03-a-invia-confocal-raman-microscope-1.pdf,7a58aa5ff9ae6257ec299235e69e82e4d5720bccfe7b0ef30d9f4ffc403e2b9d,4058621,,2026-07-25T15:24:08.880764+00:00
https://www.csi.cuny.edu/sites/default/files/pdf/administration/finance/ehs/CSI_Chemical_Hygiene_Plan.pdf,1,open,application/pdf,a0f7b3baf1,artifacts\pdf_source_backups_20260725\files\064_www.csi.cuny.edu_a0f7b3baf1_CSI_Chemical_Hygiene_Plan.pdf,173a13c5025d56b5dc767ef9f452037cdd565ed85d15032db5e2694647c82cb2,1902663,,2026-07-25T15:24:08.880764+00:00
https://www.renishaw.com/resourcecentre/download/declaration-of-conformity-invia-raman-spectrometer--130961,1,open,application/pdf,034894fa56,artifacts\pdf_source_backups_20260725\files\070_www.renishaw.com_034894fa56_declaration-of-conformity-invia-raman-spectrometer--130961.pdf,beaf3373c7574a52ac2c29e24877e72faccccfd0ebed2fe86b7351c60dd2a270,56026,,2026-07-25T15:24:08.880764+00:00
https://www.shimadzu.com/an/sites/shimadzu.com.an/files/pim/pim_document_file/brochures/16695/c122-e064.pdf,1,open,application/pdf,08f8d1fc92,artifacts\pdf_source_backups_20260725\files\071_www.shimadzu.com_08f8d1fc92_c122-e064.pdf,2a64bd7eebc639af944a888e12fe2bb9ba8b9c461cbb6a6b4192d1e94232ec8b,1810449,,2026-07-25T15:24:08.880764+00:00
https://www.slu.edu/research/faculty-resources/-pdf/chemical_hygiene_plan.pdf,1,open,application/pdf,03ba95a15f,artifacts\pdf_source_backups_20260725\files\072_www.slu.edu_03ba95a15f_chemical_hygiene_plan.pdf,6a35e3d08f131f4412fe24fd09b6a60ed5e7157f6725604eeb665d728d30eebb,452921,,2026-07-25T15:24:08.880764+00:00
https://www.uwindsor.ca/chemical-control-centre/sites/uwindsor.ca.chemical-control-centre/files/lsm_2025.pdf,1,open,application/pdf,edb6badd53,artifacts\pdf_source_backups_20260725\files\075_www.uwindsor.ca_edb6badd53_lsm_2025.pdf,a29a63fb1d86db82a20340f4a72102b328bf8c7ad095b1a3a37749e5621a5b18,2441384,,2026-07-25T15:24:08.880764+00:00
https://iwaste.epa.gov/rpts/handbk4.pdf,2,open,application/pdf,9fd55afb07,artifacts\pdf_source_backups_20260725\files\dl_iwaste.epa.gov_9fd55afb07_handbk4.pdf,5c5610071ebc62e0ac448bd8f00d4d3d3b9b7e911f87c9153595d97cd8e183b6,1476995,,2026-07-25T15:24:08.880764+00:00
