id,title,category,subcategory,lab_type,risk_level,hazard_types,scenario,question,answer,steps,ppe,forbidden,disposal,first_aid,emergency,legal_notes,references,source_type,source_title,source_org,source_version,source_date,source_url,last_updated,reviewer,status,tags,language
EXT-CDC-BMBL6-022-66d3dc773d,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Retroviruses, including Human and Simian Immunodeficiency",生物,生物安全,生物,3,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,"Retroviruses, including Human and Simian Immunodeficiency相关的实验室安全要求是什么？",Viruses (HIV and SIV) ............................................................................ 273 Severe Acute Respiratory Syndrome (SARS) and Middle East Respiratory Syndrome (MERS) Coronaviruses ...................................... 276 References ................................................................................................ 280 Section VIII-F: Arboviruses and Related Zoonotic Viruses .......................... 292 Risk Group 2 Viruses with BSL-2 Containment Recommended ................. 294 Risk Group 3 Viruses with BSL-3 Containment Recommended ................. 295 West Nile Virus (WNV) ...............................................................................,Viruses (HIV and SIV) ............................................................................; 273 Severe Acute Respiratory Syndrome (SARS) and Middle East Respiratory Syndrome (MERS) Coronaviruses...; 276 References ................................................................................................; 280 Section VIII-F: Arboviruses and Related Zoonotic Viruses ..........................,必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Retroviruses, including Human and Simian Immunodeficiency",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-023-c3ca7e4a91,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Eastern Equine Encephalitis Virus (EEEV), Venezuelan Equine",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,"Eastern Equine Encephalitis Virus (EEEV), Venezuelan Equine相关的实验室安全要求是什么？","Encephalitis Virus (VEEV), and Western Equine Encephalitis Virus (WEEV) ......................................................................................... 302 Rift Valley Fever Virus (RVFV) ................................................................... 304 References ................................................................................................","Encephalitis Virus (VEEV), and Western Equine Encephalitis Virus (WEEV)...; 302 Rift Valley Fever Virus (RVFV) ...................................................................; 304 References ................................................................................................",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Eastern Equine Encephalitis Virus (EEEV), Venezuelan Equine",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-024-d6d7c28789,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Contents",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Contents相关的实验室安全要求是什么？,xix Section VIII-G: Toxin Agents .......................................................................... 334 Botulinum Neurotoxin ................................................................................. 334 Staphylococcal Enterotoxins (SE) .............................................................. 337 Ricin ........................................................................................................... 340 Selected Low Molecular Weight (LMW) Toxins .......................................... 343 References ................................................................................................ 347 Section VIII-H: Prion Diseases .......................................................................,xix Section VIII-G: Toxin Agents ..........................................................................; 334 Botulinum Neurotoxin .................................................................................; 334 Staphylococcal Enterotoxins (SE) ..............................................................; 337 Ricin ...........................................................................................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Contents",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-025-55e4632fb5,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Handling and processing of tissues from patients with suspected",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Handling and processing of tissues from patients with suspected相关的实验室安全要求是什么？,prion disease ......................................................................................... 361 Handling and processing of multiple human prion tissue samples ............ 361 References ................................................................................................,prion disease .........................................................................................; 361 Handling and processing of multiple human prion tissue samples ............; 361 References ................................................................................................,合适材质手套,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Handling and processing of tissues from patients with suspected",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-026-f1a976cf55,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Appendix A—Primary Containment for Biohazards: Selection,",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,"Appendix A—Primary Containment for Biohazards: Selection,相关的实验室安全要求是什么？","Installation, and Use of Biological Safety Cabinets ..................................... 367 Part 1—Introduction ................................................................................... 367 Part 2—High-Efficiency Particulate Air (HEPA) Filters and the Development of Biological Containment Devices ................................... 368 Part 3—Biological Safety Cabinets ............................................................ 370 Part 4—Other Laboratory Hazards and Risk Assessment .......................... 376 Part 5—BSC Use by the Investigator: Work Practices and Procedures ..... 378 Part 6—Facility and Engineering Requirements .........................................","Installation, and Use of Biological Safety Cabinets .....................................; 376 Part 5—BSC Use by the Investigator: Work Practices and Procedures .....",必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Appendix A—Primary Containment for Biohazards: Selection,",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-027-8fdb1448a8,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Appendix B—Decontamination and Disinfection of Laboratory",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Appendix B—Decontamination and Disinfection of Laboratory相关的实验室安全要求是什么？,"Surfaces and Items ......................................................................................... 400 Purpose and Scope ................................................................................... 400 Antimicrobial Products—U.S. Regulations ................................................ 400 Environmentally-Mediated Transmission of Infection ................................ 401 Principles of Cleaning, Disinfection, and Sterilization................................. 401 Decontamination .......................................................................................",Surfaces and Items .........................................................................................; 400 Purpose and Scope ...................................................................................; 400 Antimicrobial Products—U.S.; Regulations ................................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Appendix B—Decontamination and Disinfection of Laboratory",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-028-26192d0901,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Biosafety in Microbiological and Biomedical Laboratories",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Biosafety in Microbiological and Biomedical Laboratories相关的实验室安全要求是什么？,Importation and Transfers .......................................................................... 417 Transfer of USDA Plant Pests .................................................................... 418 DOT Packaging of Infectious Substances .................................................. 418 Intrafacility Specimen and Sample Transfers ............................................. 421 References ................................................................................................,Importation and Transfers ..........................................................................; 417 Transfer of USDA Plant Pests ....................................................................; 418 DOT Packaging of Infectious Substances ..................................................; 418 Intrafacility Specimen and Sample Transfers .............................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Biosafety in Microbiological and Biomedical Laboratories",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-029-e2fcc60781,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Appendix D—Biosafety and Biocontainment for Pathogens",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Appendix D—Biosafety and Biocontainment for Pathogens相关的实验室安全要求是什么？,Affecting Agricultural Animals and Animals that are Loose-Housed or in Open Penning ......................................................................................... 423 Introduction ................................................................................................,Affecting Agricultural Animals and Animals that are Loose-Housed or in Open Penning...; 423 Introduction ................................................................................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Appendix D—Biosafety and Biocontainment for Pathogens",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-030-916b0b5962,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - BSL-4 and ABSL-4 Facilities that Work with Pathogens Affecting",生物,生物安全,生物,3,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,BSL-4 and ABSL-4 Facilities that Work with Pathogens Affecting相关的实验室安全要求是什么？,Agricultural Animals ................................................................................ 429 Potential Enhancements for Animal Biosafety Level 2-Agriculture (ABSL-2Ag) Facilities for Conducting Work with Animals that are Loose-Housed or in Open Penning.........................................................,Agricultural Animals ................................................................................; 429 Potential Enhancements for Animal Biosafety Level 2-Agriculture (ABSL-2Ag) Facilities for Conducting Work with...,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: BSL-4 and ABSL-4 Facilities that Work with Pathogens Affecting",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-031-4c7d24e924,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Animal Biosafety Level 3-Agriculture (ABSL-3Ag) Facilities required",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Animal Biosafety Level 3-Agriculture (ABSL-3Ag) Facilities required相关的实验室安全要求是什么？,for activities involving the use of hazardous biological agents designated as High-Consequence Foreign Animal Diseases and Pests by USDA APHIS in animals that are loose-housed or in open penning ..........................................................................................,for activities involving the use of hazardous biological agents designated as High-Consequence Foreign Animal...,必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Animal Biosafety Level 3-Agriculture (ABSL-3Ag) Facilities required",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-032-7607ed6b1e,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Animal Biosafety Level 4-Agriculture (ABSL-4Ag) Facilities for",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Animal Biosafety Level 4-Agriculture (ABSL-4Ag) Facilities for相关的实验室安全要求是什么？,Conducting Work with Animals that are Loose-Housed or in Open Penning ........................................................................................ 443 References ................................................................................................ 456 Appendix E—Arthropod Containment Guidelines (ACG) ............................ 458 References ................................................................................................ 459 Appendix F—Select Agents and Toxins ........................................................ 460 Appendix G—Integrated Pest Management (IPM) ........................................ 463 References ................................................................................................,Conducting Work with Animals that are Loose-Housed or in Open Penning...; 443 References ................................................................................................; 456 Appendix E—Arthropod Containment Guidelines (ACG) ............................; 458 References ................................................................................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Animal Biosafety Level 4-Agriculture (ABSL-4Ag) Facilities for",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-033-1b7b4751c9,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Appendix H—Working with Human, Non-Human Primate (NHP),",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,"Appendix H—Working with Human, Non-Human Primate (NHP),相关的实验室安全要求是什么？",and Other Mammalian Cells and Tissues ...................................................... 466 Bloodborne pathogens and risk assessment related to material source and type ...................................................................................... 466 Risk Mitigation ........................................................................................... 468 References ................................................................................................,and Other Mammalian Cells and Tissues ......................................................; 466 Bloodborne pathogens and risk assessment related to material source and type...; 466 Risk Mitigation ...........................................................................................; 468 References ................................................................................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Appendix H—Working with Human, Non-Human Primate (NHP),",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-034-df12adde27,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Contents",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Contents相关的实验室安全要求是什么？,xxi Appendix I—Guidelines for Work with Toxins of Biological Origin ............ 470 General Considerations for Toxin Use ........................................................ 470 Training and Laboratory Planning .............................................................. 471 Safety Equipment and Containment ........................................................... 472 Inadvertent Toxin Aerosols ......................................................................... 473 Mechanical Injuries .................................................................................... 474 Additional Precautions ...............................................................................,470 General Considerations for Toxin Use ........................................................,必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Contents",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-035-47de8a650f,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Appendix J—NIH Oversight of Research Involving Recombinant",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Appendix J—NIH Oversight of Research Involving Recombinant相关的实验室安全要求是什么？,Biosafety Issues .............................................................................................. 484 Appendix K—Inactivation and Verification ................................................... 486 Background ................................................................................................ 486 Filtration and Centrifugation ....................................................................... 487 Development of Inactivation Procedures .................................................... 487 Validation of Inactivation Procedures ........................................................ 495 Alternative Strategies .................................................................................,Biosafety Issues ..............................................................................................; 484 Appendix K—Inactivation and Verification ...................................................; 486 Background ................................................................................................; 486 Filtration and Centrifugation .......................................................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Appendix J—NIH Oversight of Research Involving Recombinant",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-036-201aa02584,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Ongoing Review and Oversight of Inactivation and Verification",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Ongoing Review and Oversight of Inactivation and Verification相关的实验室安全要求是什么？,Procedures ............................................................................................. 499 Other Important Considerations ................................................................. 500 Conclusion ................................................................................................. 500 References ................................................................................................ 501 Appendix L—Sustainability ............................................................................ 504 Introduction and Issues .............................................................................. 504 Strategies for Existing Laboratories and Operations ..................................,Procedures .............................................................................................; 499 Other Important Considerations .................................................................; 500 Conclusion .................................................................................................; 500 References ................................................................................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Ongoing Review and Oversight of Inactivation and Verification",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-037-eef9aef74c,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Biosafety in Microbiological and Biomedical Laboratories",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Biosafety in Microbiological and Biomedical Laboratories相关的实验室安全要求是什么？,Appendix N—Clinical Laboratories ............................................................... 529 Clinical Laboratory Biosafety ...................................................................... 529 Conducting Risk Assessments in a Clinical Laboratory Environment .........,Appendix N—Clinical Laboratories ...............................................................; 529 Clinical Laboratory Biosafety ......................................................................; 529 Conducting Risk Assessments in a Clinical Laboratory Environment .........,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Biosafety in Microbiological and Biomedical Laboratories",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
EXT-CDC-BMBL6-038-b4e6a6434e,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition - Implementing Mitigation Measures in the Clinical Laboratory",生物,生物安全,生物,2,生物安全;BSL;病原微生物;暴露控制,参考CDC/NIH公开资料处理生物安全相关实验室安全问题,Implementing Mitigation Measures in the Clinical Laboratory相关的实验室安全要求是什么？,Environment ........................................................................................... 531 Challenges in a Clinical Laboratory Environment ....................................... 537 Implementing Performance Management in a Clinical Laboratory Environment ........................................................................................... 539 Risk Ethics in a Clinical Laboratory Environment ....................................... 540 Summary ................................................................................................... 541 References ................................................................................................ 541 Appendix O—Acronyms .................................................................................,Environment ...........................................................................................; 531 Challenges in a Clinical Laboratory Environment .......................................; 537 Implementing Performance Management in a Clinical Laboratory Environment...; 539 Risk Ethics in a Clinical Laboratory Environment .......................................,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"CDC/NIH: Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition; section: Implementing Mitigation Measures in the Clinical Laboratory",public_authoritative_source,"Biosafety in Microbiological and Biomedical Laboratories (BMBL), 6th Edition",CDC/NIH,6th Edition,,https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;CDC-BMBL6;生物;生物安全,en-US/zh-CN-meta
