十二烷基硫酸钠	SDS/SLS	刺激性;粉尘;致敏	2	阴离子表面活性剂，粉尘强刺激性。称量时戴N95口罩。
Triton X-100	Triton X-100	刺激性;环境危害	2	非离子表面活性剂，对水生生物有毒。含此物的废液不排入下水道。
Tween-20	Tween-20	低毒;刺激性	1	温和非离子表面活性剂。基本无毒。
NP-40	NP-40	刺激性;环境危害	2	非离子表面活性剂，类似Triton X-100环境毒性。不排入下水道。
冰乙酸	Glacial Acetic Acid	腐蚀性;易燃;强刺激性	3	凝固点16.7°C，冬季可能结晶。可燃，与氧化剂隔离存放。
乙酸酐	Acetic Anhydride	腐蚀性;易燃;催泪	4	乙酰化试剂，与水反应生成乙酸并放热。密封防潮储存。
乙酰氯	Acetyl Chloride	腐蚀性;催泪;遇水产热	4	酸性氯化物，与水和醇剧烈反应。无水条件操作。
苯甲酰氯	Benzoyl Chloride	腐蚀性;催泪;遇水产热	4	Schotten-Baumann反应常用，催泪性强烈。通风柜操作。
对甲苯磺酰氯	TsCl	腐蚀性;催泪;遇水产热	3	磺酰化试剂，与水缓慢反应。密封防潮。
二碳酸二叔丁酯	Boc2O	有毒;刺激性;遇水产气	3	Boc保护试剂，与水/醇反应产CO₂。密封冷藏。
9-芴甲氧羰基氯	Fmoc-Cl	刺激性;有毒	3	Fmoc保护试剂，粉尘避免吸入。
N,N'-二环己基碳二亚胺	DCC	致敏;刺激性	3	强致敏物，可致接触性皮炎。戴防化手套称量。
1-乙基-(3-二甲基氨基丙基)碳二亚胺	EDC	刺激性;有毒	2	水溶性碳二亚胺，比DCC安全但仍需戴手套。
1-羟基苯并三唑	HOBt	爆炸性(无水);刺激性	4	无水HOBt干燥时有爆炸风险，市售含水物安全。
O-苯并三氮唑-四甲基脲六氟磷酸盐	HBTU	刺激性;有毒	3	固相合成常用缩合剂。戴手套称量。
茚三酮	Ninhydrin	刺激性;皮肤染色	2	氨基酸检测显色剂，皮肤接触产生紫色斑点。
水合氯醛	Chloral Hydrate	有毒;管制药品	3	镇静催眠药前体，受管制。限制使用。
苦味酸	Picric Acid	爆炸性(干燥);有毒;染色	5	干燥时对冲击和摩擦极度敏感！必须保持湿润(>30%水)储存。定期检查含水量。
2,4-二硝基苯肼	2,4-DNPH	爆炸性(干燥);有毒;致敏	4	干燥时有爆炸风险，市售含水物。处理沉淀时注意。
叠氮化三甲基硅烷	TMS-N3	有毒;爆炸性;遇水产HN3	4	叠氮化试剂，与酸/水反应产生剧毒HN3气体。手套箱操作。
三氟甲磺酸三甲基硅酯	TMSOTf	腐蚀性;遇水剧烈反应;催泪	4	强Lewis酸和硅烷化试剂，遇水剧烈放热分解。无水条件操作。
三氟甲磺酸酐	Tf2O	腐蚀性;遇水剧烈反应;催泪	4	强三氟甲磺酰化试剂。无水条件，手套箱操作。
二异丙基氨基锂	LDA	发火(溶液);强碱;腐蚀性	4	大位阻强碱，溶液可燃。Schlenk线操作。
双(三甲基硅基)氨基钠	NaHMDS	发火(溶液);强碱;腐蚀性	4	比LDA更强的碱，溶液可燃。手套箱操作。
双(三甲基硅基)氨基钾	KHMDS	发火(溶液);强碱;腐蚀性	4	超强碱，溶液可燃。手套箱操作。
叔丁醇钾	t-BuOK	强碱;腐蚀性;遇水产热	4	固体强碱，吸水分解。手套箱或干燥器储存。
氢化钠	NaH	发火(遇水);强碱;产氢	5	矿物油分散体(60%)，遇水剧烈产氢可自燃。手套箱操作。
三乙酰氧基硼氢化钠	STAB	易燃;刺激性;遇水产氢	3	还原胺化试剂，遇水缓慢分解产气。密封储存。
氰基硼氢化钠	NaBH3CN	有毒(氰化物);易燃;遇酸产HCN	5	与酸反应产生剧毒HCN气体！操作时禁止使用酸性条件。手套箱。
高碘酸钠	Sodium Periodate	氧化剂;刺激性	3	邻二醇氧化裂解试剂。避免与有机物混合储存。
间氯过氧苯甲酸	mCPBA	氧化剂;爆炸性(纯品);刺激性	4	过氧酸氧化剂，对冲击敏感。市售70-75%含水物安全。
戴斯-马丁氧化剂	DMP	氧化剂;爆炸性(加热);刺激性	4	高价碘氧化剂，加热至>130°C分解爆炸。冷藏储存。
2,2,6,6-四甲基哌啶氧化物	TEMPO	氧化剂;刺激性;腐蚀性	3	稳定自由基催化氧化剂。低毒但仍需戴手套。
N-溴代丁二酰亚胺	NBS	刺激性;催泪;氧化剂	3	溴代试剂，催泪性强。通风柜操作。
N-氯代丁二酰亚胺	NCS	刺激性;催泪;氧化剂	3	氯代试剂，比NBS刺激性更强。通风柜操作。
偶氮二甲酸二乙酯	DEAD	爆炸性;有毒;致突变	5	Mitsunobu反应试剂，加热或撞击可爆炸。通常配成40%甲苯溶液使用。
偶氮二甲酸二异丙酯	DIAD	爆炸性;有毒	4	DEAD的更安全替代品但仍具爆炸性。冷藏储存。
三苯基膦	Triphenylphosphine	刺激性;有毒	2	Mitsunobu反应副产物氧化三苯基膦难分离。
四(三苯基膦)钯	Pd(PPh3)4	刺激性;有毒;贵金属	3	钯催化剂，对空气和光敏感。氩气保护冷藏。
二氯二(三苯基膦)钯	Pd(PPh3)2Cl2	刺激性;有毒	3	Suzuki偶联常用催化剂。标准实验室操作。
醋酸钯	Pd(OAc)2	有毒;刺激性	3	均相催化前体，避免粉尘吸入。
