三氟甲磺酸酐	Tf2O	腐蚀性;遇水剧烈反应;催泪	4	强三氟甲磺酰化试剂。无水条件，手套箱操作。
二异丙基氨基锂	LDA	发火(溶液);强碱;腐蚀性	4	大位阻强碱，溶液可燃。Schlenk线操作。
双(三甲基硅基)氨基钠	NaHMDS	发火(溶液);强碱;腐蚀性	4	比LDA更强的碱，溶液可燃。手套箱操作。
双(三甲基硅基)氨基钾	KHMDS	发火(溶液);强碱;腐蚀性	4	超强碱，溶液可燃。手套箱操作。
叔丁醇钾	t-BuOK	强碱;腐蚀性;遇水产热	4	固体强碱，吸水分解。手套箱或干燥器储存。
氢化钠	NaH	发火(遇水);强碱;产氢	5	矿物油分散体(60%)，遇水剧烈产氢可自燃。手套箱操作。
三乙酰氧基硼氢化钠	STAB	易燃;刺激性;遇水产氢	3	还原胺化试剂，遇水缓慢分解产气。密封储存。
氰基硼氢化钠	NaBH3CN	有毒(氰化物);易燃;遇酸产HCN	5	与酸反应产生剧毒HCN气体！操作时禁止使用酸性条件。手套箱。
高碘酸钠	Sodium Periodate	氧化剂;刺激性	3	邻二醇氧化裂解试剂。避免与有机物混合储存。
间氯过氧苯甲酸	mCPBA	氧化剂;爆炸性(纯品);刺激性	4	过氧酸氧化剂，对冲击敏感。市售70-75%含水物安全。
戴斯-马丁氧化剂	DMP	氧化剂;爆炸性(加热);刺激性	4	高价碘氧化剂，加热至>130°C分解爆炸。冷藏储存。
2,2,6,6-四甲基哌啶氧化物	TEMPO	氧化剂;刺激性;腐蚀性	3	稳定自由基催化氧化剂。低毒但仍需戴手套。
N-溴代丁二酰亚胺	NBS	刺激性;催泪;氧化剂	3	溴代试剂，催泪性强。通风柜操作。
N-氯代丁二酰亚胺	NCS	刺激性;催泪;氧化剂	3	氯代试剂，比NBS刺激性更强。通风柜操作。
偶氮二甲酸二乙酯	DEAD	爆炸性;有毒;致突变	5	Mitsunobu反应试剂，加热或撞击可爆炸。通常配成40%甲苯溶液使用。
偶氮二甲酸二异丙酯	DIAD	爆炸性;有毒	4	DEAD的更安全替代品但仍具爆炸性。冷藏储存。
三苯基膦	Triphenylphosphine	刺激性;有毒	2	Mitsunobu反应副产物氧化三苯基膦难分离。
四(三苯基膦)钯	Pd(PPh3)4	刺激性;有毒;贵金属	3	钯催化剂，对空气和光敏感。氩气保护冷藏。
二氯二(三苯基膦)钯	Pd(PPh3)2Cl2	刺激性;有毒	3	Suzuki偶联常用催化剂。标准实验室操作。
醋酸钯	Pd(OAc)2	有毒;刺激性	3	均相催化前体，避免粉尘吸入。
