source_url,row_count,traceability_status,attempted_url,final_url,http_status,content_type,status,backup_kind,local_path,sha256,size_bytes,retrieved_at,notes
https://ors.od.nih.gov/sr/dohs/Documents/chemical-segregation-and-storage.pdf,16,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\011_ors.od.nih.gov_5f43c3a81b_chemical-segregation-and-storage.pdf,d1c278d437aebddbe0536779d29063bf85074d6563d6ab8b35e40b62dea3ddf2,681833,2026-08-03T14:11:51.203740+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/laboratory-coat-selection-guidance.pdf,14,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\012_ors.od.nih.gov_e645ac7e62_laboratory-coat-selection-guidance.pdf,f4c098be6c8d12d23bf59f6e5254669b6e28129219ce3b094efc0e5593bfa016,162799,2026-08-03T14:11:51.506520+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/lab-specific-sop-template.pdf,13,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\013_ors.od.nih.gov_146ebe2451_lab-specific-sop-template.pdf,fc715f6b0e9269a939844519eecbc23c147d032ea94e54f90ec841181a06b15d,363989,2026-08-03T14:11:51.808892+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/managing-peroxide-formers-in-the-lab.pdf,12,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\014_ors.od.nih.gov_5d6c4f3928_managing-peroxide-formers-in-the-lab.pdf,ad7915005fd8b799b5d79fc3e2c3f1597dbe2540cb7c194462acc8e595457a79,250972,2026-08-03T14:11:52.111105+00:00,existing_validated_pdf_magic
https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,10,open,,,,,failed,,,,,2026-08-03T14:12:14.136679+00:00,powershell response was not a PDF
https://ors.od.nih.gov/sr/dohs/Documents/particularly-hazardous-substances-phs.pdf,9,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\016_ors.od.nih.gov_d1f33111b2_particularly-hazardous-substances-phs.pdf,5f949be9e846866cdd4285c0b4b7d44baa295d1f4c11262652347c0333afe223,322474,2026-08-03T14:12:14.439370+00:00,existing_validated_pdf_magic
https://ehs.yale.edu/sites/default/files/files/chemicals-ehs-approval.pdf,8,open,,,,,failed,,,,,2026-08-03T14:12:35.648067+00:00,powershell response was not a PDF
https://ehs.yale.edu/sites/default/files/files/gene-drive-modified-organisms.pdf,8,open,,,,,failed,,,,,2026-08-03T14:12:46.687954+00:00,powershell response was not a PDF
https://ors.od.nih.gov/sr/dohs/Documents/how-to-safely-clean-cfh-web.pdf,8,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\019_ors.od.nih.gov_aaf1f5ea3c_how-to-safely-clean-cfh-web.pdf,302152e8e425108dd27600381a10ea15cd2bbb724b727e5da1805a3c69b9f9e8,145046,2026-08-03T14:12:46.991001+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/working-safely-with-dichloromethane.pdf,8,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\020_ors.od.nih.gov_33de27c38a_working-safely-with-dichloromethane.pdf,25276d1250628407ab6a01183d871aa9c1bd86800b5aec96600593d68bb45a41,208763,2026-08-03T14:12:47.300086+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/exempt-toxin-program-requirements.pdf,7,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\021_ors.od.nih.gov_e3e9b4766d_exempt-toxin-program-requirements.pdf,87c916bf66b01d9b789f1ee1903e928ff826a0e365cd307a52af4be46661abdb,162509,2026-08-03T14:12:47.601659+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-chemical-storage-cabinets.pdf,7,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\022_ors.od.nih.gov_f03fd68942_fact-sheet-on-chemical-storage-cabinets.pdf,f719b8ed748e00d9e9289e90543f4da69b0dc7bf30a792dd426f0dee64a3faf2,253225,2026-08-03T14:12:47.905089+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/inactivation-method-review-process.pdf,7,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\023_ors.od.nih.gov_57247385fd_inactivation-method-review-process.pdf,697fc1f8d5c79da6f930e53fc8691f686b623ca83f16f0a0ba324458862e5390,289223,2026-08-03T14:12:48.216810+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/cryogen-fact-sheet.pdf,5,open,,,,,failed,,,,,2026-08-03T14:19:19.311930+00:00,"TimeoutExpired: Command '['powershell.exe', '-NoProfile', '-ExecutionPolicy', 'Bypass', '-Command', ""& { param($Url, $OutFile, $TimeoutSeconds) $ErrorActionPreference='Stop'; $ProgressPreference='SilentlyContinue'; [Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 -bor "
https://ehs.yale.edu/sites/default/files/files/laser-sop.pdf,4,open,,,,,failed,,,,,2026-08-03T14:19:59.874428+00:00,powershell response was not a PDF
https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-compatible-chemical-storage.pdf,4,open,https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-compatible-chemical-storage.pdf,https://ors.od.nih.gov/sr/dohs/Documents/fact-sheet-on-compatible-chemical-storage.pdf,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\026_ors.od.nih.gov_e7a31936b6_fact-sheet-on-compatible-chemical-storage.pdf,b3cff0276d5661180b4d1854d4a6b9bfda59c6a00be4b6f6a0d4eedc8d34f980,265345,2026-08-03T14:20:28.482186+00:00,validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/occupational-exposure-limits-for-chemicals.pdf,4,open,https://ors.od.nih.gov/sr/dohs/Documents/occupational-exposure-limits-for-chemicals.pdf,https://ors.od.nih.gov/sr/dohs/Documents/occupational-exposure-limits-for-chemicals.pdf,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\027_ors.od.nih.gov_bfc3dafacb_occupational-exposure-limits-for-chemicals.pdf,e3b7488467db2d924822e87afbd07d032c8baad2adc3b69b2cecb0e12ab96444,37177,2026-08-03T14:20:38.400037+00:00,validated_pdf_magic
https://ehs.yale.edu/sites/default/files/files/fume-hood-repair-notice.pdf,3,open,,,,,failed,,,,,2026-08-03T14:20:50.651225+00:00,powershell response was not a PDF
https://ehs.yale.edu/sites/default/files/files/student-shop-rules.pdf,3,open,,,,,failed,,,,,2026-08-03T14:21:15.627638+00:00,powershell response was not a PDF
https://ehs.yale.edu/sites/default/files/files/waste-in-place.pdf,2,open,,,,,failed,,,,,2026-08-03T14:21:38.160589+00:00,powershell response was not a PDF
https://ehs.yale.edu/sites/default/files/files/biosafety-cabinet-poster.pdf,1,open,,,,,failed,,,,,2026-08-03T14:21:56.730555+00:00,powershell response was not a PDF
